new_ID	chr	distToTelomeres	distToCentromeres	distToCenter
PF3D7_0206600	chr2	0.347880670148	0.150557981998	0.229000281661
PF3D7_0206700	chr2	0.351798247496	0.152920268324	0.231169844759
PF3D7_0206800	chr2	0.356197910807	0.147412168718	0.23635759714
PF3D7_0206900.1	chr2	0.361288871766	0.142054766064	0.242417090928
PF3D7_0206900.2	chr2	0.361288871766	0.142054766064	0.242417090928
PF3D7_0207000	chr2	0.366548055983	0.137548224683	0.248713265257
PF3D7_0207100	chr2	0.388370019937	0.12321288121	0.265879753763
PF3D7_0207200	chr2	0.403487981118	0.114904251346	0.271123651683
PF3D7_0207300	chr2	0.415977478631	0.111250538945	0.276556463029
PF3D7_0207400	chr2	0.420890221238	0.108697529466	0.273736842915
PF3D7_0207500	chr2	0.423643521443	0.108257121427	0.26899479808
PF3D7_0207600	chr2	0.410478828915	0.118654345404	0.264635003569
PF3D7_0207700	chr2	0.387720519177	0.141391540423	0.263266017346
PF3D7_0207800	chr2	0.386219356263	0.146039786839	0.264861140149
PF3D7_0207900	chr2	0.396081168255	0.139563025458	0.266918627437
PF3D7_0208000	chr2	0.403519080545	0.12760138639	0.267687133367
PF3D7_0208100.1	chr2	0.409362801147	0.0933449722648	0.267548096482
PF3D7_0208100.2	chr2	0.409362801147	0.0933449722648	0.267548096482
PF3D7_0208200	chr2	0.419403478483	0.0765382657352	0.271034185008
PF3D7_0208300	chr2	0.429942367936	0.0618772378888	0.275249096242
PF3D7_0208400	chr2	0.415235617745	0.074578724139	0.263642332908
PF3D7_0208500	chr2	0.383413593267	0.114850120399	0.246562762034
PF3D7_0208600	chr2	0.387869197048	0.1121587335	0.253863019318
PF3D7_0208700.1	chr2	0.39204397148	0.110721455075	0.260565141364
PF3D7_0208700.2	chr2	0.39204397148	0.110721455075	0.260565141364
PF3D7_0208800	chr2	0.397270104737	0.110208838206	0.268786976134
PF3D7_0208900	chr2	0.402579935183	0.114189848042	0.281097084254
PF3D7_0209000	chr2	0.394292576422	0.1210069371	0.278818556292
PF3D7_0209100	chr2	0.401748775229	0.0938853300339	0.265689889217
PF3D7_0209200	chr2	0.410042542191	0.0913320348577	0.273048552549
PF3D7_0209300	chr2	0.415320641802	0.0913263171338	0.278793316098
PF3D7_0209400	chr2	0.420124028392	0.0916457615599	0.284010433712
PF3D7_0209500	chr2	0.426833820868	0.0925998011106	0.291282894539
PF3D7_0209600	chr2	0.438598040037	0.0615581921498	0.286275379942
PF3D7_0209700	chr2	0.453456652662	0.0230423587984	0.281513631107
PF3D7_0209800	chr2	0.46105453474	0.018582195889	0.28567419388
PF3D7_0209900	chr2	0.46154155893	0.0330455314658	0.291907631312
PF3D7_0210000	chr2	0.462212087437	0.0437430122081	0.29659656806
PF3D7_0210100.1	chr2	0.463459713451	0.0576603491631	0.30305898069
PF3D7_0210100.2	chr2	0.463459713451	0.0576603491631	0.30305898069
PF3D7_0210200	chr2	0.472544941805	0.0562481184323	0.309277782488
PF3D7_0210300	chr2	0.485455546318	0.0510276442225	0.31623046904
PF3D7_0210400	chr2	0.485807427713	0.0454160955578	0.314954347311
PF3D7_0210500	chr2	0.487232293717	0.0458137698131	0.314370471261
PF3D7_0210600	chr2	0.489841378582	0.0569598035149	0.315521898083
PF3D7_0210700	chr2	0.496928143512	0.0563163790541	0.32057512464
PF3D7_0210800	chr2	0.500928669078	0.056542304114	0.323529078004
PF3D7_0210900	chr2	0.510012068515	0.0596697775293	0.330466687026
PF3D7_0211000	chr2	0.509489016197	0.060363844355	0.331578772404
PF3D7_0211100	chr2	0.487729029792	0.0795881790675	0.33291467015
PF3D7_0211200	chr2	0.483374312559	0.0793971502941	0.330792344537
PF3D7_0211300	chr2	0.480077197979	0.0797643970356	0.329271831735
PF3D7_0211400	chr2	0.47597813556	0.0808619829596	0.32749344577
PF3D7_0211500	chr2	0.472049192774	0.0750707509964	0.32214711965
PF3D7_0211600	chr2	0.475158308677	0.0592118773513	0.316241804128
PF3D7_0211700	chr2	0.47939873441	0.0437600726553	0.310795086256
PF3D7_0211800	chr2	0.477756546371	0.0358449515816	0.305066971392
PF3D7_0211900	chr2	0.474332495525	0.0358231575356	0.302547153384
PF3D7_0212000	chr2	0.470324870743	0.0371108675763	0.299679160325
PF3D7_0212100	chr2	0.45386941119	0.0486275047398	0.293479103559
PF3D7_0212200	chr2	0.435972080876	0.0736501441507	0.291578995339
PF3D7_0212300	chr2	0.423887535784	0.0958524744784	0.292697757446
PF3D7_0212400	chr2	0.434453392528	0.0938541969958	0.289268347688
PF3D7_0212500	chr2	0.432760748252	0.0801032557784	0.284958622481
PF3D7_0212600	chr2	0.447186129063	0.0561739548235	0.292424473783
PF3D7_0212700	chr2	0.449225144511	0.0472942910702	0.28959389775
PF3D7_0212800	chr2	0.453974790896	0.0252867242739	0.280037023026
PF3D7_0212900	chr2	0.45905996878	0.0253413571226	0.274576379428
PF3D7_0213000	chr2	0.446780458099	0.0177445547448	0.262927122589
PF3D7_0213100	chr2	0.429217974759	0.0273749754206	0.247601152594
PF3D7_0213200	chr2	0.416111983671	0.0429528102401	0.236740113209
PF3D7_0213300	chr2	0.412239177493	0.0480078846937	0.233647088347
PF3D7_0213400	chr2	0.403187659307	0.0603178624193	0.22665981722
PF3D7_0213500	chr2	0.397026682935	0.0681486667635	0.224588411818
PF3D7_0213600	chr2	0.410371145758	0.061118475515	0.254423001163
PF3D7_0213700	chr2	0.419040348523	0.0723898130606	0.271798476946
PF3D7_0213800	chr2	0.419701772531	0.0789438186723	0.272880239045
PF3D7_0213900	chr2	0.42200189574	0.0938898566742	0.276497066628
PF3D7_0214000	chr2	0.427460250333	0.0909664290428	0.278826150126
PF3D7_0214100	chr2	0.433564784129	0.0765188325069	0.279744774175
PF3D7_0214200	chr2	0.435143485649	0.0584823565121	0.275220843509
PF3D7_0214300	chr2	0.415897041275	0.0434474380861	0.245996615647
PF3D7_0214400	chr2	0.39795989867	0.0661476716138	0.237260104101
PF3D7_0214500	chr2	0.388218450268	0.0882837016884	0.239440011713
PF3D7_0214600	chr2	0.386636983385	0.105238626771	0.241145148763
PF3D7_0214700	chr2	0.401657538508	0.0935184367088	0.237228236814
PF3D7_0214800	chr2	0.418407703665	0.090379134384	0.2436231438
PF3D7_0214900	chr2	0.421003169519	0.0903860403755	0.25772593942
PF3D7_0215000	chr2	0.404042653426	0.0968768045867	0.257484253633
PF3D7_0215100	chr2	0.379854226868	0.120367472805	0.257648559497
PF3D7_0215200	chr2	0.372161957501	0.130501370748	0.253856702628
PF3D7_0215300	chr2	0.370476513454	0.135395298919	0.249988686746
PF3D7_0215400	chr2	0.369148808352	0.150510425788	0.24771548609
PF3D7_0215500	chr2	0.367847970641	0.156586652185	0.255296121743
PF3D7_0215600	chr2	0.367484133742	0.159260497737	0.258431296878
PF3D7_0215700	chr2	0.354181001731	0.170684051631	0.254902065056
PF3D7_0215800	chr2	0.337745415086	0.184161977761	0.249414464162
PF3D7_0215900	chr2	0.328557658721	0.189948114748	0.24574133974
PF3D7_0216000	chr2	0.344702084622	0.163468722201	0.24459674017
PF3D7_0216100	chr2	0.346754963874	0.152493790741	0.241079882116
PF3D7_0216200	chr2	0.334969367512	0.15990414654	0.235340344287
PF3D7_0216300	chr2	0.32160879474	0.169631413333	0.229666661588
PF3D7_0216400	chr2	0.315576586908	0.16917064477	0.222937524675
PF3D7_0216500	chr2	0.333178654073	0.141427561303	0.217766576632
PF3D7_0216600	chr2	0.343882273107	0.129216155116	0.2202785783
PF3D7_0216700.1	chr2	0.33185662453	0.158649185879	0.232871795272
PF3D7_0216700.2	chr2	0.33185662453	0.158649185879	0.232871795272
PF3D7_0216800	chr2	0.321791621003	0.166791094897	0.228527066528
PF3D7_0216900	chr2	0.313594124592	0.164030165424	0.213755040149
PF3D7_0217000	chr2	0.310493563669	0.166758201119	0.207078281746
PF3D7_0217100	chr2	0.315650559398	0.158851954018	0.206788018434
PF3D7_0217200	chr2	0.322774088382	0.149029627611	0.208406419664
PF3D7_0217300	chr2	0.324904310923	0.145947206302	0.209213111743
PF3D7_0217400	chr2	0.317887587382	0.154343449838	0.207719626721
PF3D7_0217500	chr2	0.305662254405	0.173248457045	0.207758300513
PF3D7_0217600	chr2	0.291730396657	0.195268483688	0.207930353085
PF3D7_0217700	chr2	0.281708326527	0.192551764251	0.194073212209
PF3D7_0217800	chr2	0.276914383918	0.192388205545	0.187308900856
PF3D7_0217900	chr2	0.274527693273	0.191531416069	0.180532493643
PF3D7_0218000	chr2	0.272735313573	0.188306909325	0.161789105644
PF3D7_0218100	chr2	0.272573232317	0.187579744068	0.148205603241
PF3D7_0218200	chr2	0.273683785468	0.188622996886	0.133361049647
PF3D7_0218300	chr2	0.276666528447	0.190438858232	0.144787520046
PF3D7_0218400	chr2	0.27950112758	0.192641673975	0.159476120046
PF3D7_0218500	chr2	0.283029229967	0.195953720575	0.173692597174
PF3D7_0218600	chr2	0.290682876909	0.198233842597	0.181614022308
PF3D7_0218700	chr2	0.296880368052	0.196244964303	0.171337997788
PF3D7_0218800	chr2	0.300889614978	0.190490162167	0.163922600107
PF3D7_0218900	chr2	0.303239516103	0.185041766725	0.159086697109
PF3D7_0219000	chr2	0.304159733639	0.183092151469	0.157381990739
PF3D7_0219100	chr2	0.311092216163	0.170860218901	0.147102944128
PF3D7_0219200	chr2	0.318224635243	0.161560303495	0.140020797523
PF3D7_0219300	chr2	0.322091565528	0.157551553072	0.137297672835
PF3D7_0219400.1	chr2	0.329604760988	0.151444556967	0.133831119001
PF3D7_0219400.2	chr2	0.329604760988	0.151444556967	0.133831119001
PF3D7_0219500	chr2	0.32295662479	0.157958412881	0.124244283816
PF3D7_0219600	chr2	0.306233533783	0.174071736562	0.105877281874
PF3D7_0219700	chr2	0.289028560712	0.191707120759	0.0871138119703
PF3D7_0219800	chr2	0.276386886234	0.20337386429	0.0784493023615
PF3D7_0219900	chr2	0.262302007435	0.21413964012	0.0806020719709
PF3D7_0220000	chr2	0.241406579487	0.224850365525	0.110748278005
PF3D7_0220100	chr2	0.233040868758	0.237490409934	0.167652300655
PF3D7_0220200	chr2	0.217407300618	0.254308273821	0.154847509334
PF3D7_0220300	chr2	0.20213218118	0.27542264996	0.144622400291
PF3D7_0220400	chr2	0.198498027368	0.285710218246	0.166490320782
PF3D7_0220500	chr2	0.201086281657	0.287146640842	0.179949938477
PF3D7_0220600	chr2	0.200279660111	0.285010943702	0.194975366136
PF3D7_0220700	chr2	0.200107812704	0.284234363167	0.199290067063
PF3D7_0220800	chr2	0.201321605239	0.278298336668	0.201424132866
PF3D7_0220900	chr2	0.209861671613	0.279098987351	0.20792091593
PF3D7_0221000	chr2	0.205451056919	0.286208732673	0.211520711099
PF3D7_0221100	chr2	0.198689198124	0.294976460919	0.215377680947
PF3D7_0221200	chr2	0.190021261373	0.306619673067	0.220955184682
PF3D7_0221300	chr2	0.187929504316	0.309554304662	0.225174338729
PF3D7_0221400	chr2	0.18997019431	0.310015538217	0.230776959753
PF3D7_0221500	chr2	0.193318255591	0.311405054453	0.236817645833
PF3D7_0221600	chr2	0.198701943534	0.314029358704	0.244776171297
PF3D7_0221700	chr2	0.177079609837	0.32239086189	0.23271308474
PF3D7_0221800	chr2	0.161617918851	0.329755015957	0.224840010216
PF3D7_0221900	chr2	0.154893082641	0.33352037676	0.221760238661
PF3D7_0222000	chr2	0.145536315672	0.344775731914	0.225251572505
PF3D7_0222100	chr2	0.14705683508	0.353775933054	0.238281313883
PF3D7_0222200	chr2	0.153749351673	0.373201571907	0.265306222281
PF3D7_0222300	chr2	0.160651332978	0.386724040032	0.283408057036
PF3D7_0222400	chr2	0.170564949929	0.402929466195	0.304529361373
PF3D7_0222500	chr2	0.159972314473	0.387633744385	0.284849575311
PF3D7_0222600	chr2	0.151184216624	0.371429964349	0.263415579224
PF3D7_0222700	chr2	0.146219633208	0.356771840845	0.243386792922
